Cluster_ID;Descricao_Item;Preco_Pago;Score_Risco;Preco_Justo_Estimado;Teto_Estatistico;Quantas_Vezes_Mais_Caro;Perc_Excesso;ano;unidade_gestora
17;substituicao de 01 aparelho de ar condicionado e manutencao de outro aparelho imprescindivel para evitar superaquecimento equipamentos de informatica na sala;460.00;4.21;110.87;415.15;4.10;10.80;2019;prrs
18;materiais para uso manutencao predial;249.90;4.19;60.71;228.78;4.10;9.23;2018;
7;demanda por material nao disponivel em almoxarifado para ser instalado na prm corumba necessidade de sinalizar saida de veiculos;400.00;4.17;104.50;292.50;3.80;36.75;2018;
7;recarga de extintores;425.00;4.15;113.52;292.50;3.70;45.30;2016;
1;aquisicao de porta e acessorios para sala de analista da procuradora da republica vanessa seguezzi;247.00;4.14;75.16;134.35;3.30;83.85;2017;
5;compra para odontologia;492.00;4.13;132.68;343.00;3.70;43.44;2019;pgr
9;aquisicao de kit de reparos para caixa acoplada para bwc da prpr;230.00;4.12;57.98;204.85;4.00;12.28;2019;prpr
6;conforme historico das pendencias contratuais da contratada riomix relatadas inicialmente na comunicacao interna n 902019 prmcpqsp000138112019 especialmente a nao entrega de material de limpeza e higienizacao no mes de novembro encontrase esta prm em estado de total falta de produtos para a continuidade adequadado contrato n 502017outrossim a contratada nao entregou a remessa de material do mes de dezembro intensificando nossa necessidade de compra emergencial dosprincipais produtos de limpeza por pelo menos mais uma semana no aguardo da contratacao do segundo colocado no certame;440.00;4.11;109.90;396.03;4.00;11.10;2019;prsp
9;jarra inox 20l c tampa 188 artinox;268.32;4.11;69.88;204.85;3.80;30.98;2016;
7;manutencao corretiva em equipamento de arcondicionado esta prm nao possui contrato de manutencao e o equipamento nao possuia garantia;500.00;4.11;147.07;292.50;3.40;70.94;2019;prsp
7;demanda oriunda da prm corumba aparelho purificador de agua marca europa parou de funcionar repentinamente requerendo manutencao imediata sob risco de aumentar o consumo de galoes de agua;440.00;4.10;121.08;292.50;3.60;50.43;2017;
7;conserto de fragmentadora p disponibilizacao do equipamento a setranprsc;350.00;4.10;89.58;292.50;3.90;19.66;2019;prsc
12;"mangueiras agua 34  8 metros
espigao macho 34 x 34  2 pecas
abracadeira sem fim 14 mm  2 pecas";220.00;4.09;55.82;185.55;3.90;18.57;2016;
5;itens em falta ou prestes a acabar necessarios para o atendimento odontologico;369.30;4.08;92.68;343.00;4.00;7.67;2019;prrj
8;aquisicao de uma lata de tinta de 16 litros metalatex bianco sereno e de uma lata de massa corrida 18 litros metalatex para pintura das paredes internas da prm de sao joao de meriti;316.94;4.08;82.88;248.54;3.80;27.52;2016;
6;aquisicao de material de limpeza e conservacao para a prm;502.20;4.07;133.64;396.03;3.80;26.81;2018;
4;aquisicao de pequena monta;450.00;4.07;118.04;355.00;3.80;26.76;2018;
4;aquisicao emergencial de pequena monta;450.00;4.07;118.04;355.00;3.80;26.76;2020;prmt
14;p pintura de sala na prsc;405.44;4.05;100.21;384.90;4.00;5.34;2019;prsc
10;capa p cobrir automoveis 2;227.80;4.05;59.45;181.78;3.80;25.32;2016;
7;a condensadora do arcondicionado da assessoria do dr diogo vazou o gas e nao estava funcionando e teria que ser feita uma manutencao para localizacao e conserto do vazamento e reposicao do gas que custou r 48000considerando que neste municipio nestas ultimas semanas a temperatura e sensacao termica tem alcancado mais de 40 e a falta de climatizacao na sala torna o ambiente desconfortavel e ate insalubre e que ja faz doze dias que a referida assessoria esta trabalhando sem arcondicionado devido a morosidade no atendimento pelas empresas demanutencao que estao com a agenda lotada devido a demanda nesta epoca de calor;480.00;4.04;141.45;292.50;3.40;64.10;2019;prsp
1;dedetizacao necessaria das instalacoes da prm campos dos goytacazes;260.00;4.04;82.96;134.35;3.10;93.52;2018;
16;aquisicao de 01 valvula solenoide para manutencao corretiva no sistema de irrigacao da pgr;440.00;4.03;120.05;330.00;3.70;33.33;2020;pgr
12;bombona 20 litros  6 unidades;210.00;4.03;53.27;185.55;3.90;13.18;2016;
9;aquisicao de dois acionadores e dois embolos para reparo de valvula hydra e dois adaptadores para filtro de agua;268.00;4.01;72.75;204.85;3.70;30.83;2018;
6;pen drive atender ao gabinete de procurador e demais itens de limpeza para suprir a necessidade deste orgao em razao da empresa contratada nao estar fornecendo;396.75;4.00;98.11;396.03;4.00;0.18;2018;
12;compra de plastico bolha para uso da selog;240.00;3.99;65.20;185.55;3.70;29.35;2020;prpb
13;o novo procurador solicitou a confeccao de novos carimbos grandes para realizacao de despachos;275.00;3.99;72.72;230.50;3.80;19.31;2018;
16;aquisicao urgente de materiais necessarios a impermeabilizacao das janelas do anexo 2;360.00;3.99;91.91;330.00;3.90;9.09;2019;pgr
8;100 caixas de arquivo para atender ao arquivo em razao de nao possuirmos esse material no almoxarifado;345.00;3.99;95.00;248.54;3.60;38.81;2021;prrj
13;130 copias a3 digital color 49 copias a3 digital pb;250.00;3.98;64.44;230.50;3.90;8.46;2016;
16;contratacao de servicos hidraulicos na prmvarginha tendo em vista a ocorrencias de varios vazamentos;388.33;3.98;101.47;330.00;3.80;17.68;2019;prmg
10;fechaduras ganchos e batentes de silicone;194.80;3.97;50.12;181.78;3.90;7.16;2016;
16;manutencao corretiva de janela de dois gabinetesa prm marilia nao dispoe de contrato de manutencao predial;350.00;3.96;89.05;330.00;3.90;6.06;2019;prsp
1;banners solicitados pelo exmo procurador da republica julio jose araujo junior;165.00;3.93;44.76;134.35;3.70;22.81;2019;prrj
9;justificase a necessidade da prestacao de servicos de encanador para desentupir vaso sanitario da assessoria de gabinete bem como regulagem de valvula de hidra;230.00;3.92;61.16;204.85;3.80;12.28;2019;prpr
10;6 un servicos de impressao adesivos transparente digital painel certificados prr4;240.00;3.92;66.33;181.78;3.60;32.03;2019;prr4 regiao
6;of circular n 432020caprsc de 27042020;400.29;3.91;103.84;396.03;3.90;1.08;2020;prsc
1;aquisicao de passagens de balsa e viatura e passageiros para cumprimento de diligencia com procurador da republica e assessoria em viagem ao municipio de gurupa no arquipelago do marajo;160.42;3.89;43.61;134.35;3.70;19.40;2017;
18;reposicao e troca de material predial;246.05;3.88;64.95;228.78;3.80;7.55;2018;
17;considerando que a procuradoria nao conta com rede eletrica estabilizada;478.00;3.85;130.70;415.15;3.70;15.14;2018;
12;kit para instalacao hidraulica de dois bebedouros cano cola curvas adaptadores sifao fiacao eletrica caixa de tomada etc instalacao sera feita pelo zelador trena de 5 metros com trava uso para o zelador;194.50;3.85;51.85;185.55;3.80;4.82;2020;prmg
15;extensao do vidro da recepcao e da sala de atendimento para prevencao ao contato com publico externo do covid19;280.50;3.84;74.54;268.50;3.80;4.47;2020;prmg
6;conforme historico das pendencias contratuais da contratada riomix relatadas inicialmente na comunicacao interna n 902019 prmcpqsp000138112019 especialmente a nao entrega de material de limpeza e higienizacao no mes de outubro encontrase esta prm em estado de total falta de produtos para a continuidade adequadado contrato n 502017outrossim a contratada nao entregou a remessa de material do mes de novembro intensificando nossa necessidade de compra emergencial dosprincipais produtos de limpeza por pelo menos uma semana esperando assim que a riomix regularize a entrega continuada de material de limpeza ehigienizacao;489.24;3.84;137.60;396.03;3.60;23.54;2019;prsp
5;aquisicao de espelhos convexos para instalacao no pavimento garagem visando a prevencao de acidentesem razao do baixo custo dos mesmos e da urgencia no tratamento da demanda foi autorizada sua compra via suprimento de fundos;389.36;3.84;105.18;343.00;3.70;13.52;2019;prse
19;garrafas termicas para reposicao haja vista que algumas ja estavam danificadas pelo tempo e uso;349.60;3.83;93.42;308.73;3.70;13.24;2018;
15;conserto e manutecao do portao da garagem da prm niteroi;300.00;3.82;81.60;268.50;3.70;11.73;2021;prrj
8;a pres nao dispoe de mao de obra para execucao de conserto de frigobar;300.00;3.81;84.28;248.54;3.60;20.70;2018;
13;manutencao das fechaduras dos armarios da prm;300.00;3.80;86.73;230.50;3.50;30.15;2018;
16;aquisicao de materiais hidraulicos;362.75;3.80;96.81;330.00;3.70;9.92;2018;
4;aquisicao emergencial de pequena monta;424.00;3.79;118.04;355.00;3.60;19.44;2019;prmt
12;aquisicao de espuma para substituicao nos aparelhos de ar condicionado da prrj;202.40;3.79;55.14;185.55;3.70;9.08;2019;prrj
11;compra de fita adesiva dupla face para uso da ascom na afixacao dos paineis de exposicao na ocasiao do evento de inauguracao do predio da prpb;212.52;3.78;58.46;180.00;3.60;18.07;2017;
16;para atender ao predio da prrj;355.00;3.78;94.89;330.00;3.70;7.58;2018;
13;aquisicao de baterias e pilhas para utilizacao da assessoria de comunicacao da prpr;270.00;3.77;74.85;230.50;3.60;17.14;2018;
7;recarga de extintores vencidos na procuradoria da republica em barra do garcas;370.00;3.77;104.81;292.50;3.50;26.50;2020;prmt
13;itens que a ctic necessita;240.00;3.74;64.68;230.50;3.70;4.12;2020;prr1 regiao
15;aquisicao de placa para motor do portao de acesso a prma;278.90;3.74;75.88;268.50;3.70;3.87;2018;
7;reparo de pequeno vulto de aparelho de ar condicionado localizado na recepcao da unidade consistente no conserto das flanges e reposicao de gas nao sendo possivel o seu planejamento;300.00;3.73;81.46;292.50;3.70;2.56;2019;prsp
12;50 metros de tubo espiral 12 material utilizado para acabamento da fiacao;190.00;3.72;50.77;185.55;3.70;2.40;2016;
11;02 fita brother  tze231 protulo pt;184.30;3.72;49.88;180.00;3.70;2.39;2016;
2;para controle de acesso as pessoas atraves da afericao de temperatura devido a covid19;389.90;3.72;106.50;381.85;3.70;2.11;2020;prba
5;considerando a necessidade de obtencao rapida do material assim como a dificuldade que estavamos tendo em comprar atraves de dispensa de licitacao pois as empresas estavam solicitando o pagamento em dinheiro ou cartao nao aceitando dessa forma o pagamento posterior atraves de empenho;381.91;3.71;106.82;343.00;3.60;11.34;2020;prrj
6;suprir material de limpeza que nao foi fornecido pela empresa graupp conservadora;478.70;3.71;136.86;396.03;3.50;20.87;2018;
10;suporte optico cd 100un print plus suporte optico c 052x61 00br sh 100 dmpr;200.00;3.70;55.82;181.78;3.60;10.02;2016;
10;lona para ser utilizada para servico de pintura cobrir os imobiliarios;200.00;3.70;55.18;181.78;3.60;10.02;2017;
1;aquisicao realizada em atendimento ao despacho 59302018 da secretaria estadual;188.00;3.70;57.53;134.35;3.30;39.93;2018;
7;garrafoes de agua para pre;320.00;3.69;89.17;292.50;3.60;9.40;2019;prba
7;queima do motor de pressurizacao da bomba de agua da prm dessa forma a bomba nao conseguia encher a caixa d agua;378.27;3.69;109.88;292.50;3.40;29.32;2019;prba
17;servicos tecnicos de ativacao na central telefonica e configuracao do pabx rotas feixes categorias e ramais ddr;450.00;3.68;126.30;415.15;3.60;8.39;2016;
16;compra de oleo diesel para gerador de energia da sede da prmuberlandia;423.50;3.68;124.21;330.00;3.40;28.33;2019;prmg
7;conserto de vazamento de agua na unidade o que estava causando aumento exponencial no valor da conta da copasa;400.00;3.67;121.48;292.50;3.30;36.75;2021;prmg
9;obturador para o vaso sanitario e refil acqua libel para o frigobar para atender as necessidades neste orgao;236.00;3.65;67.47;204.85;3.50;15.21;2017;
0;abastecimento do veiculo oficial placa iwm0841 s10por necessidade do servico;440.73;3.65;121.23;421.55;3.60;4.55;2021;prr4 regiao
13;aquisicao de material de consumo para uso na prm blumenau;239.70;3.64;67.41;230.50;3.60;3.99;2021;prsc
9;aquisicao urgente de 01 mangueira flexivel para a ducha instalada no materninho para banhos das criancas;212.32;3.64;58.89;204.85;3.60;3.65;2019;pgr
1;atender demanda da engenharia;179.00;3.63;54.64;134.35;3.30;33.23;2018;
4;para substituicao de termometro estragado;400.00;3.63;113.69;355.00;3.50;12.68;2021;prr4 regiao
16;p manutencao em bebedouros da prsc;334.61;3.61;92.43;330.00;3.60;1.40;2019;prsc
8;ref aos servicos de o4quatro aberturas de portas;250.00;3.61;70.19;248.54;3.60;0.59;2016;
15;"considerando a necessidade urgencia e pertinencia da aquisicao de
insufilme para a porta nova de vidro da prmvilhena";270.00;3.61;74.81;268.50;3.60;0.56;2018;
15;colocacao de nova porta de vidro temperado para uma das cabines do banheiro masculino que estilhacou no mes de marco;270.00;3.61;74.34;268.50;3.60;0.56;2019;prrj
10;aquisicao de cordao de bolinha base para cortina de lamina vertical para atender a prrj em razao de nao possuirmos em nosso almoxarifado;200.00;3.60;57.13;181.78;3.50;10.02;2019;prrj
15;"lencol de borracha para forrar o piso onde sera instalado 2 aparelhos de ar condicionado
desengripante para uso nas portas fechaduras e afins";291.80;3.59;82.65;268.50;3.50;8.68;2018;
15;cadeados para fechar portas de reservatorios;289.00;3.58;82.35;268.50;3.50;7.64;2019;prrs
5;itens em falta ou prestes a acabar necessarios para o atendimento da odontologia;433.80;3.56;132.68;343.00;3.30;26.47;2019;prrj
18;foi efetuada a compra de button para vigia bastao;240.00;3.55;68.57;228.78;3.50;4.91;2019;prrs
2;material solicitado devido a pandemia por covid19;400.00;3.55;113.21;381.85;3.50;4.75;2020;prr3 regiao
9;bloco de anotacoes e caneta reciclavel;276.00;3.55;86.73;204.85;3.20;34.73;2016;
19;necessidade de reparo no sistema de porteiro eletronico da unidade vez que a barra dentada e roldana estavam desgastadas pelo tempo e uso causando constantes interrupcoes no funcionamento do portao;350.00;3.53;102.72;308.73;3.40;13.37;2018;
13;compra de 02cabos hubs usb 30 para serem utilizados nos diversos eventos organizados pela prr4 e esmpu;259.80;3.53;75.57;230.50;3.40;12.71;2019;prr4 regiao
9;reparo valvula sanitarialampada dicroica;209.65;3.52;59.51;204.85;3.50;2.34;2021;prsc
4;aquisicao de pequena monta;396.00;3.52;118.04;355.00;3.40;11.55;2018;
13;carimbos foram adquiridos para a prm picos em decorrencia da necessidade do servico;280.00;3.51;85.76;230.50;3.30;21.48;2017;
15;solicitado pela deasc  recuperacao de eletrocalhas;269.00;3.50;76.54;268.50;3.50;0.19;2018;
3;"revelase imprescindivel devido aos graves problemas de seguranca enfrentados pelo mpfro no exercicio de suas atividades institucionais inclusive com situacoes de procuradores ameacados de morte
";400.00;3.50;114.67;399.45;3.50;0.14;2018;
18;aquisicao de ferramentas indispensaveis a manutencao predial da prmipatinga;247.20;3.48;73.15;228.78;3.40;8.05;2021;prmg
15;o em vista a extincao da prestacao do servico de vigilanciaarmada  24  horas  e  novas  orientacoes  da  procuradoria  da  republica  no  estado  do  rs  prrs determinando a instalacao de servicos de monitoramento e sistema de alarme para opredio  sede  da  prmsanta  mariasantiagors  foi  necessario  confeccionar  copias  docontrole remoto que da acesso a garagem do predio essas copias do controle remoto seraoentregues  somente  aos  servidores  com  acesso  autorizado  pela  coordenacao  da  prm  aopredio sede da prmsanta mariasantiagors em caso de necessidade;280.00;3.44;81.57;268.50;3.40;4.28;2019;prrs
1;pagamento em especie de 02 passagens de ferry boat para veiculo oficial ida e volta em atendimento a solicitacao do 01 oficio civel desta procuradoria recebida via memorando n 232017natoprma;180.00;3.44;57.48;134.35;3.10;33.98;2017;
7;necessidade de troca de gas do aparelho de ar condicionado instalado na sala da assessoria do dr daniel de jesus equipamento de patrimonio n 25016113;300.00;3.43;88.81;292.50;3.40;2.56;2017;
15;manutencao  no  portao  da  garagem  da  prm  ribeirao  preto  que  saiu  fora  do  eixo  e danificou o cabo de aco sendo necessario o servico de um profissional de serralheria para sanar o problemaa  manutencao  do  portao  e  urgente  e  envolve  questoes  de  seguranca  devido  a  grande dificuldade de fechar o portao;300.00;3.42;90.49;268.50;3.30;11.73;2021;prsp
13;compra de plantas baixas do predio da prr4 para atender auditoria;301.60;3.41;97.70;230.50;3.10;30.85;2020;prr4 regiao
4;demanda de pequena monta;392.00;3.40;118.04;355.00;3.30;10.42;2018;
6;aquisicao de materiais de limpeza em decorrencia do descumprimento das clausulas primeira e segunda do contrato n042018 no que concerne ao fornecimento dos materiais para a prac;475.00;3.40;146.93;396.03;3.20;19.94;2019;prac
8;aquisicao de um latao de 18 litros de tinta acrilica fosca na palha e um latao de 18 litros de massa corrida interior ambos para serem utilizados no predio sede da prpr;322.43;3.40;104.06;248.54;3.10;29.73;2017;
13;servicos graficos especificos para confeccao de placas de sinalizacao;250.00;3.38;76.48;230.50;3.30;8.46;2019;prrj
18;aquisicao de materiais hidraulicos e outros para manutencao predial;289.07;3.36;94.58;228.78;3.10;26.36;2017;
16;aquisicao de sensor de barreira para ed da sede da prac;350.00;3.36;105.26;330.00;3.30;6.06;2018;
8;limpeza de dois sofas;288.00;3.36;89.63;248.54;3.20;15.87;2020;prse
12;mini sanduiche leite integral tareco e bolinho de goma;194.36;3.35;58.15;185.55;3.30;4.75;2016;
15;por motivos de seguranca para evitar acidentes houve a necessidade de instalar espelho convexo na entrada do estacionamento para visualizar os veiculos que trafegarem na direcao contraria;280.00;3.34;85.85;268.50;3.30;4.28;2018;
9;para alocacao das bombas dosadoras de cloro na linha do sistema de aproveitamento de agua da chuva;210.90;3.33;64.84;204.85;3.30;2.95;2019;prr4 regiao
7;aquisicao de materiais de consumo diversos para abastecimento da prm blumenau;299.20;3.32;89.59;292.50;3.30;2.29;2020;prsc
2;para atender ao protocolo de prevencao ao covid19 no atendimento ao publico;390.00;3.32;117.30;381.85;3.30;2.13;2020;prsp
18;compra de bateria para gerador de emergencia dos elevadores de veiculos e de  pessoas;300.00;3.31;99.95;228.78;3.00;31.13;2016;
7;tratase de aquisicao de materias e ferrementas para o conserto da tubulacao das duas bombas dagua da procuradoria da republica em itajai;323.68;3.31;101.49;292.50;3.20;10.66;2021;prsc
6;materiais de limpeza nao fornecidos pela empresa contratada;398.50;3.31;118.95;396.03;3.30;0.62;2018;
10;compra de quadro de cortica madeira 60 x 90 cm  01 unidade;182.88;3.31;55.16;181.78;3.30;0.61;2016;
10;compra de quadro de cortica madeira 60 x 90 cm  01 unidade;182.00;3.30;55.16;181.78;3.30;0.12;2016;
12;compra de reatores eletricos bivolt  10 unidades;220.00;3.29;70.40;185.55;3.10;18.57;2016;
11;reforcos para instalacao de anteparos acrilicos mesas servidores;210.00;3.27;68.33;180.00;3.10;16.67;2021;prsc
16;servico de reparo em bomba centrifuga da prm;350.00;3.26;109.14;330.00;3.20;6.06;2018;
12;aquisicao de envelope saco 24x34 para atender a demanda deste orgao;195.00;3.25;60.81;185.55;3.20;5.09;2017;
15;reparo e manutencao no portao da garagem;300.00;3.22;95.98;268.50;3.10;11.73;2020;prrj
6;a empresa morada responsavel pelo contrato de copeiragem da prrj nao entregou os materiais para o mes de janeiro2019;399.00;3.21;126.44;396.03;3.20;0.75;2019;prrj
17;considerando que a procuradoria nao conta com rede eletrica estabilizada;416.00;3.20;130.70;415.15;3.20;0.20;2018;
10;08 metros quadrados de vidro laminado 4x4 bronze;200.00;3.20;64.18;181.78;3.10;10.02;2016;
18;aquisicao de epi p servidores e de materiais para uso em manutencoes na prsc;268.25;3.17;88.40;228.78;3.00;17.25;2019;prsc
9;dobradica superior 3 e inferior 2;211.58;3.13;68.69;204.85;3.10;3.29;2016;
13;aquisicao de 20 controles remotos sem codificacao  para uso em portoes e cancelas;240.00;3.04;78.84;230.50;3.00;4.12;2018;
7;compra de materiais para reparo na prm picos;302.80;3.04;100.05;292.50;3.00;3.52;2017;
4;aquisicao emergencial de pequena monta;358.80;3.01;118.04;355.00;3.00;1.07;2019;prmt
8;servico de remocao de entulho;250.00;3.01;82.18;248.54;3.00;0.59;2016;
