Cluster_Original;Descricao_Item;Preco_Pago_Real;Preco_Justo_Estimado;Quantas_Vezes_Mais_Caro;ano;unidade_gestora
3;servicos de manutencao em sistema de seguranca;800.00;107.64;7.40;2018;
4;material adquirido para manutencao predial;480.00;64.62;7.40;2020;prr5 regiao
4;autorizacao para aquisicao de materiais de manutencao predial;710.00;95.60;7.40;2020;prro
17;necessidade urgente de reparos em aparelhos de ac em gabinete;540.00;72.81;7.40;2021;prsc
12;compra de chave magnetica 3tw  02 unidades;244.00;32.91;7.40;2016;
3;confeccao de 2 banners para evento institucional;500.00;67.53;7.40;2017;
1;gravacao de audiencia no dia 04 de outubro de 2016;640.00;86.48;7.40;2016;
18;material para manutencao predial;449.19;60.71;7.40;2019;prr5 regiao
14;solicito seja contratado o servico de confeccao de tampo de vidro de 10 mm para a mesa do procurador wanderley sanan dantas que rachou;470.00;63.63;7.40;2020;prrj
13;atender snp 512298 e lisarb da pre;750.00;101.57;7.40;2018;
15;reparo em tampo de vidro de mesa da dr bianca localizada no servico medico da prr1;460.00;62.32;7.40;2019;prr1 regiao
6;a data do pedido e da compra foram 13032020 conforme consta na nota porem por estar em teletrabalho por causa da pandemia do covid 19  o sistema nao aceitou data retroativa ao mes corrente por isso coloquei dia 01052020 a mensagem e o acesso a esse recurso atualmente nao esta disponivel no portal de acesso externo;724.00;98.37;7.40;2020;prmt
12;pilha bateria alcalina 9v 20 unidades;310.00;42.16;7.40;2016;
5;aquisicao de envelopes para atender a demanda da prrj;467.20;63.62;7.30;2017;
12;cabo de rede 4 pares cat5e x 24 awg na 285 unidades;342.00;46.58;7.30;2017;
15;aquisicao para substituicao do tapete vinilico na entrada da procuradoria tamanho 180 x 085;495.00;67.55;7.30;2020;prsc
6;aquisicao de material para atender a prrj em razao  de problemas no contrato de limpeza;959.55;131.09;7.30;2018;
14;servico de instalacao de trilho corte e instalacao de laminas em duas persianas mudanca;450.00;61.65;7.30;2020;prrn
16;reposicao de peca do pabx;480.00;65.83;7.30;2021;prsp
17;conclusao da montagem de novos equipamentos de som no auditorio e da sala de treinamento esta pendente somente dos cabos de interligacao;600.00;82.30;7.30;2019;prse
15;servico urgente de conserto da porta auxiliar da sede da pres que encontravase impossibilitada de abrir;550.00;75.50;7.30;2021;pres
9;limpeza e revestimento da caixa dagua;700.00;96.39;7.30;2016;
5;compra emergencial para odontologia;962.60;132.68;7.30;2021;pgr
4;para contratacoes em carater excepcional que por sua natureza e urgencia nao podem ser contratadas por meio de processo normal de licitacao ou dispensa aquisicao de material necessario a manutencao corretiva de dois aparelhos condicionadores de ar nas dependencias da subsecretaria juridica e da sala de atendimento ao cidadao da prm juiz de fora;659.97;91.02;7.30;2020;prmg
16;tres reposicoes de vidros no edificio sede da prrs em porto alegre;650.00;89.88;7.20;2016;
9;material para ireparo em impermeabilizacao da caixa dagua;540.00;74.70;7.20;2020;prr5 regiao
5;"material necessario para a lavagem dos materiais a serem esterilizados no servico medico da pgr nao disponivel no estoque do almoxarifado

";605.00;83.78;7.20;2018;
3;confeccao de um mapa com o estado do mato grosso indicacao dos municipios de unidades de conservacao terras indigenas quilombos e destaque das areas de atribuicao de cada procuradoria da republica do mt;492.00;68.27;7.20;2021;prmt
17;compra de materiais de infra estrutura de informatica;538.00;74.76;7.20;2018;
17;manutencao de equipamento de ar condicionado localizado no auditorio da prmmarilia;580.00;80.61;7.20;2018;
17;servico de readequacao eletrica para instalacao de dois aparelhos novos de ar condicionado nas salas do setor juridico e setor da asspad no mpfprmvitoria da conquistaba;600.00;83.45;7.20;2021;prba
6;necessidade de manutencao corretiva dos equipamentos indisponiveis no estoque do patrimonio e sem previsao de aquisicao para reposicao em copas e refeitorio;800.00;111.27;7.20;2018;
17;aquisicao de hd em carater emergencial para instalacao no storage da prm;465.00;64.84;7.20;2019;pres
11;aquisicao de vinte protetor facial para utilizacao pelos servidores da prpr;360.00;50.24;7.20;2020;prpr
6;o andar terreo esta sem climatizacao arcondicionado ate a compra e instalacao da nova tubulacao que dificulta o trabalho da equipe que la permanecem o dia inteiro com uniforme e coletes a demora no restabelecimento do funcionamento ao arcondicionado se mostra urgente e inoportuno a compra desse produto pelo rito normal de aquisicao nao ha este produto no almoxarifado da unidade bem como nao se demostra a viabilidade economica na estocam desse material;943.74;131.76;7.20;2021;prr1 regiao
16;aquisicao de materiais necessarios para manutencao corretiva do sistema hidrosanitario da pgr e anexos;1020.00;142.68;7.10;2021;pgr
9;aquisicao de 30 aneis de vedacao devido a necessidade de manutencao corretiva urgente nos banheiros dos blocos a b e e f;360.00;50.40;7.10;2017;
2;para companhia social tampinha legal seja solidario sua tampinha faz a diferencatratase de um projeto social que tem por objetivo esse ciclo virtuoso do plastico a tampa passara por todo o processo de reciclagem e essa tampinha vai voltar a ser tampinha novamente;595.00;83.35;7.10;2021;prr1 regiao
13;foi necessaria a compra de identificador de chaves;240.80;33.77;7.10;2019;prrs
16;aquisicao de 01 aquecedor de agua eletrico para o materninho desta ssis;710.00;99.69;7.10;2018;
19;nao ha disponibilidade no estoque da selog;450.00;63.20;7.10;2021;prpb
14;visto que a placa apresentou defeitoqueimou;350.00;49.17;7.10;2018;
2;prevencao ao covid19;834.26;117.30;7.10;2020;prsc
3;considerando o envio do armamento por parte da pgr para estaprocuradoria desacompanhado de coldres e porta carregadores bem como objetivando oporte seguro e emprego eficaz do referido armamento solicito aquisicao de coldresvelados em kydex e porta carregadores nos moldes das especificacoes abaixo;744.00;104.61;7.10;2020;prse
16;atender as necessidades de reparos dos ralos dos banheiros sociais da prr1;595.59;83.77;7.10;2021;prr1 regiao
4;despesas eventual de pequena monta sem cobertura contratual;578.27;81.42;7.10;2017;
7;aquisicao de materiais sem contrato e sem arp;701.21;99.02;7.10;2019;prmt
8;guia de pinus 25cm x 50cm x 270m  150un x r 390 para reparos emergenciais bandejas salvavidas predio;585.00;82.62;7.10;2016;
2;aquisicao de lona para protecao da laje da cobertura da prr5 na infiltracao;570.00;80.53;7.10;2017;
10;confeccao de adesivos e pvc impresso;558.00;78.92;7.10;2016;
12;molduras 80 cm com mdr e vidro antireflexo  02 unidades;390.00;55.30;7.10;2016;
12;compra de reatores  2 x 40 w 10 unidades e 1 x 40 w 05 unidades;345.00;49.00;7.00;2016;
16;"complementos necessarios a conclusao do 5
andar";546.00;77.56;7.00;2018;
8;materiais  complementares  para confeccao de 3 tres caixas de desmuniciamento solicitadas pela disegot;450.00;64.05;7.00;2021;prr4 regiao
1;"aquisicao de toga de procurador regional republica
dr cicero augusto pujol correa
portal de pedidos 18237";590.00;84.18;7.00;2018;
9;borracha para carimbo;332.50;47.56;7.00;2016;
16;a cadeira odontologica e as cadeiras de atendimento mochos encontramnase com o estofado danificado;470.00;67.27;7.00;2017;
0;aquisicao de 150 litros de gasolina comum e 1 litro de oleo 4 tempos para abastecer barco alugado para realizar diligencia em deslocamento para localidades ribeirinhas do municipio de bagre;770.00;110.23;7.00;2018;
19;isolamento de reatores e troca de 21 lampadas de luminarias queimadas no 1 e 2 pavimentos da sede prm barreiras;488.00;69.91;7.00;2019;prba
9;borracha para carimbo;332.00;47.56;7.00;2016;
16;sistema de exaustao do vestiario do subsolo da prsc;434.72;62.37;7.00;2018;
8;para atender a forcatarefa lava jato na prrj;450.00;64.66;7.00;2020;prrj
17;atendimento das demandas da reforma mudanca de localizacao dos aparelhos de ar condicionado demandaram substituicao das tubulacoes;793.30;114.11;7.00;2019;prr1 regiao
6;continuacao da ferramenta de pesquisa e analise em bases de dados de orgao conveniados;800.00;115.14;6.90;2019;prba
10;lampadas bateria e parafusos com buchas para prm niteroi;398.77;57.41;6.90;2020;prrj
1;despesas com pagamento de pedagio  viagem a servico;177.40;25.59;6.90;2018;
18;compra de coletor de pilhas e baterias  02 unidades;344.40;49.73;6.90;2016;
10;acabamento adesivo e mascara de adesivo;280.00;40.60;6.90;2016;
15;a manutencao feita na porta automatica da recepcao detectou a necessidade de trocar 01carro folha movel ruunmanusa orcamento no valor de r 47200;472.00;68.52;6.90;2018;
15;servicos de reparo e manutencao em armario planejado que fica localizado no pavimento terreo da sede da prm feira  ao lado do cartorio;476.50;69.72;6.80;2021;prba
3;solicitacao do coordenador de administracao via nmsg;510.00;74.82;6.80;2018;
3;placas de identificacao dos exprocuradoreschefe da prsc que ainda nao constam do mural de homenagem situado no memorial da referida procuradoria;600.00;88.11;6.80;2020;prsc
6;manutencao no refrigerador electrolux modelo dfn49 patrimonio nr 33013156;700.00;102.81;6.80;2018;
0;transporte de veiculo hilux ofm0842 no trecho santaremobidossantarem de 02 a 06 de julho;500.00;73.47;6.80;2018;
16;necessidade da troca dos isolamentos da tubulacao dos arcondicionados presentes no terraco da prm de itajaisc;533.33;78.44;6.80;2021;prsc
12;aquisicao 60 unidades pilhas aa solicitado por disot material nao disponivel na selog;395.30;58.14;6.80;2020;prsc
18;compra de terra para manutencao do gramado;525.60;77.45;6.80;2021;prr4 regiao
12;compra de botao de emergencia ccaixa  10 unidades;400.00;59.03;6.80;2016;
18;necessidade de materiais para manutencao predial da prmjiparana;410.00;60.71;6.80;2020;prro
3;aquisicao com urgencia de sinalizador com sirene para atender exigencias referentes a seguranca institucional;680.00;100.71;6.80;2020;prro
0;funcionamento inadequado do air bag do veiculo oficial renaultfluence placa iwr5071;687.95;101.91;6.70;2019;prr4 regiao
4;aquisicao emergencial de pequena monta;796.50;118.04;6.70;2019;prmt
15;para conserto das portas de acesso do terreo e 3 andar;600.00;89.04;6.70;2021;prr4 regiao
11;fita isolante para atendimento na parte eletrica neste orgao bucha e roda giratoria para conserto do carrinho que transporta processos fita vhb fita duplaface para diversos reparos;338.80;50.33;6.70;2017;
4;urgencia para a aquisicao de porta por comprometar a seguranca alem do baixo custo da contratacao;634.39;94.27;6.70;2020;prro
6;vassoura rodo desinfetante;503.35;74.88;6.70;2016;
16;p realizacao de manutencoes na sede da prsc;631.73;94.18;6.70;2019;prsc
16;execucao de 8 furos nos tampos de granitos dos banhieros do terreo e segundo andar para colocacao de saboneteiras;500.00;74.64;6.70;2019;prr4 regiao
9;"referente aquisicao de dois tubos de selante sikaflex um kg de prego 17x27 duas torneiras de cozinha  polegada marca hidrofama seis engates flexiveis 40 cm duas torneiras de lavatorio marca hidrofama
para manutencao dos banheiros e copas no predio sede da prpr";388.70;58.07;6.70;2016;
2;recipientes com capacidade de 50 cinquenta litros proprios para transporte de combustivel para realizacao do transporte do oleo diesel contaminado dogerador do edificiosede da prba;630.00;94.24;6.70;2021;prba
0;servico de reboque do veic l200triton do complexo carima p a concessionaria vila rica em virtude de defeito eletrico pagamento feito em dinheiro tendo em vista que a empresa nao aceita cartao de credito autorizado pelo srjonathas sesot;500.00;74.88;6.70;2016;
5;"66 pacotes de areia lavada fina 20 kg  cartefix
07 pacotes de filito para argamassa  17 kg aditivado
02 ferros para construcao 042 mm";354.11;53.14;6.70;2016;
8;contratacao de servico de reparacao de bebedouros da prsc patrimonios 33016976 33015204 33016971 e 33016958;558.60;83.94;6.70;2021;prsc
2;aquisicao de tapete capacho sanitizante para prmcriciumasc como prevencao ao covid19;645.00;97.07;6.60;2020;prsc
2;aquisicao de 10 protetores faciais face shild incolor tipo bolha para distribuicao aos terceirizados que prestam servicos na prm blumenau autorizado pelo chefe da dicgcprsc;390.00;58.75;6.60;2020;prsc
17;reparacao de sistema de ar condicionado e reposicao de gas;720.00;108.64;6.60;2018;
8;lona preta 4 x 100 m na 01 unidade;320.00;48.31;6.60;2017;
9;borracha para carimbo;315.00;47.56;6.60;2016;
14;demanda do gabinete do procurador chefe por chapas de cortica para utilizacao no mural do hall da recepcao do gabinete do procuradorchefe;426.24;64.58;6.60;2019;prms
10;lixa para massa gr100 rolo 23cm antigota lixa para massa gr220 lamina para serra em aco joelho em pvc 25mm luva em pvc 25mm adesivo contato 28kg adesivo pvc 75g incolor lubrificante spray 180g silicone bucha nylon 8mm e pistola em aco com tubo de silicone material utilizado para pintura de salas administrativas correcao de vazamento no cano da guarita lubrificante para portas e pistola para aplicacao de selante nas juntas do pavimento g2 do edificiosede da prr 5 regiao;212.39;32.18;6.60;2016;
9;aquisicao de um cadeado 30mm 01 kit pbanheiro 5 pcs02 thinners eucatex01 esmalte hidra branco 01esmalte hidra branco 02  trinchas 3004 01 chuveiro lumar brqanco 01 ducha higienica engate 30 cm torneira 3040 14 rolo de espuma 5cm 01 lampada halogena 01 refletor taschibra 01 lampada fluorescente compacta02 rolos de espuma 23 cm;301.00;45.73;6.60;2016;
4;compra urgente pois o vidro estava trincado amecando quebrar a qualquer momento alem disso a compra foi necessaria pois nao havia no estoque da selog da prpb;550.00;83.65;6.60;2018;
16;criacao do sistema de exaustao dos banheiros do subsolo;596.26;90.76;6.60;2018;
14;material indisponivel no almoxarifado da pgr material usado na posse da procuradora chefe da pgr;512.00;78.08;6.60;2017;
10;adquiridas pecas para conserto de poltronas de escritorio da prsc;490.00;74.82;6.50;2020;prsc
16;para instalacao nos vestiarios do 2 andar;463.40;70.79;6.50;2019;prr4 regiao
9;aquisicao urgente de tubo e conexoes de pvc marrom necessarios para a manutencao corretivas das vrps valvula redutora de pressao;558.00;85.29;6.50;2019;pgr
15;aquisicao de nova porta de vidro uma vez que a anterior por ocasiao de um acidente se quebrou;500.00;76.54;6.50;2018;
11;canaleta ctampa 20 x 10 x 2000 auto adesiva na 50 unidades;200.00;30.61;6.50;2017;
16;havia 5 un de bebedouros tipo torre necessitando de manutencao porem nao ha contrato viegente;450.00;68.92;6.50;2020;prro
3;a substituicao da placa eletronica se faz necessaria pois a mesma apresentou problemas e deixou de funcionar nao existindo manutencao que a recupere sem a placa o portao tem que ser acionado manualmente para sua aberturafechamentoe devido ao seu peso elevado cerca de 300 kgs exige um esforco muito grande dos vigilantes responsaveis pela abertura e fechamento do citado portao a medida e excepcional pois nao epossivel prever quando esse equipamento apresentaria falhas dessa natureza durante seu uso normal alem disso o pedido e urgente pois o procedimento de abertura manual do portao alem de exigir um esforco fisico grande compromete a seguranca institucional visto que o tempo de abertura do portao aumenta e ha apenas um vigilante em servico para realizar o procedimento devido as medidas restritivas adotadas em funcao do enfrentamento ao covid19;580.00;88.92;6.50;2020;prsp
9;anel de vedacao rejunte parafuso fixacao loucas  bacia conv e escapula;289.90;44.45;6.50;2016;
7;compra de gas;720.00;110.65;6.50;2021;prrs
3;servico de confeccao de adesivos para a campanha de descarte de lixo;432.00;66.41;6.50;2019;prrj
0;aquisicao de 134 litros de gasolina comum e 1 litro de oleo 4 tempos para abastecer barco alugado para realizar diligencia em deslocamento para localidades ribeirinhas do municipio de bagre;716.80;110.23;6.50;2018;
3;molduras destinadas a completar o mural de homenagens aos exprocuradoreschefe da prsc situado no memorail da referida procuradoria;575.00;88.47;6.50;2020;prsc
19;substituicao de lampadas fluorescente por lampadas led com retirada de reatores em doze luminarias;480.00;74.15;6.50;2021;prba
